,car_name,brand,model,Age_of_vehicle,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
289,Mahindra XUV500,Mahindra,XUV500,10,60000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,5.5,19.91
290,Hyundai Verna,Hyundai,Verna,9,45000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,6.35,15.69
291,Mahindra XUV500,Mahindra,XUV500,6,50000.0,Dealer,Diesel,Automatic,16.0,2179.0,140.0,7.0,12.5,19.91
292,Maruti Alto,Maruti,Alto,5,12000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.0,4.06
293,Honda City,Honda,City,5,12000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5.0,9.6,14.905
294,Maruti Vitara,Maruti,Vitara,5,15000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5,10.815
295,Volkswagen Polo,Volkswagen,Polo,12,63000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.49,9.065
297,Ford Figo,Ford,Figo,12,160800.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.5,9.185
298,Hyundai Verna,Hyundai,Verna,9,120000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,6.1,15.465
300,Ford Ecosport,Ford,Ecosport,7,78247.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,5.45,11.965
301,Hyundai Verna,Hyundai,Verna,10,113000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,4.8,13.6
302,Hyundai i20,Hyundai,i20,9,52000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,3.95,10.72
303,Toyota Innova,Toyota,Innova,11,109000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,4.95,24.861428571428572
305,Hyundai Grand,Hyundai,Grand,6,90000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.7,6.985
309,Volkswagen Polo,Volkswagen,Polo,12,98000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,2.0,9.283830409356725
310,Hyundai i20,Hyundai,i20,7,20000.0,Individual,Diesel,Manual,21.19,1396.0,88.73,5.0,6.99,10.810042134831459
312,Maruti Wagon R,Maruti,Wagon R,9,21717.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.4,6.24
313,Renault Duster,Renault,Duster,9,40000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,5.0,14.16888888888889
314,Honda City,Honda,City,6,50000.0,Individual,Petrol,Manual,17.14,1497.0,117.6,5.0,10.5,15.29
315,Renault Duster,Renault,Duster,7,90000.0,Individual,Diesel,Manual,19.6,1461.0,108.45,5.0,6.0,14.16888888888889
317,Maruti Swift,Maruti,Swift,6,27876.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,4.91,7.81
319,Hyundai i10,Hyundai,i10,15,57215.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.6,7.138266666666667
320,Hyundai Venue,Hyundai,Venue,4,5400.0,Dealer,Petrol,Manual,18.27,998.0,118.35,5.0,9.85,10.905
321,Maruti Swift Dzire,Maruti,Swift Dzire,9,60000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,5.0,8.329472891566265
322,Tata Tiago,Tata,Tiago,6,24800.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.35,6.76
323,Maruti Alto,Maruti,Alto,18,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.85,4.112027027027027
325,Honda Jazz,Honda,Jazz,5,20000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5.0,7.4,9.735
327,Maruti Swift,Maruti,Swift,10,34553.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.75,7.51
328,Maruti Vitara,Maruti,Vitara,5,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.1,10.815
330,Maruti Vitara,Maruti,Vitara,6,50000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.0,10.815
331,Mahindra KUV,Mahindra,KUV,7,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.1,7.8038333333333325
332,Mahindra Scorpio,Mahindra,Scorpio,6,120000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.5,17.51
333,Hyundai i20,Hyundai,i20,10,90000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5.0,2.85,11.17
334,Maruti Swift Dzire,Maruti,Swift Dzire,9,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5,8.329472891566265
335,Hyundai Creta,Hyundai,Creta,6,80000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,11.0,16.56
337,Mahindra Scorpio,Mahindra,Scorpio,6,30000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,10.8,16.995
338,Honda City,Honda,City,9,66100.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.3,15.245
339,Maruti Swift Dzire,Maruti,Swift Dzire,6,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.8,8.329472891566265
340,Mahindra Scorpio,Mahindra,Scorpio,6,42000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.25,17.51
341,Hyundai i20,Hyundai,i20,6,55000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,10.715
342,Hyundai i10,Hyundai,i10,11,110699.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.94,7.138266666666667
343,Maruti Baleno,Maruti,Baleno,4,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86,8.675
344,Maruti Alto,Maruti,Alto,7,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0,3.905
345,Maruti Swift Dzire,Maruti,Swift Dzire,13,44000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,2.5,8.24
346,Maruti Vitara,Maruti,Vitara,5,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.3,10.815
347,Hyundai Verna,Hyundai,Verna,7,55000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,6.5,13.53
348,Maruti Vitara,Maruti,Vitara,6,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.9,10.815
349,Maruti Baleno,Maruti,Baleno,6,30000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.2,8.78
350,Hyundai Verna,Hyundai,Verna,10,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,5.1,12.08
352,Maruti Eeco,Maruti,Eeco,10,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.75,4.86
354,Maruti Swift Dzire,Maruti,Swift Dzire,6,19843.0,Trustmark Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.2,8.39
358,Honda City,Honda,City,7,40000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.45,14.205
359,Maruti Swift Dzire,Maruti,Swift Dzire,9,61500.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.9,8.329472891566265
360,Honda Amaze,Honda,Amaze,8,59000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.95,8.47
361,Hyundai Grand,Hyundai,Grand,5,40000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.5,7.17
363,Hyundai Grand,Hyundai,Grand,10,61000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.25,6.525
364,Mahindra KUV,Mahindra,KUV,7,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.5,7.8038333333333325
365,Mahindra XUV500,Mahindra,XUV500,10,63000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,19.91
369,Maruti Swift Dzire,Maruti,Swift Dzire,6,22000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.5,8.329472891566265
370,Honda City,Honda,City,13,57977.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.99,15.1924613003096
374,Maruti Ertiga,Maruti,Ertiga,9,48242.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,5.24,10.45789156626506
375,Ford Figo,Ford,Figo,11,68000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.69,8.954999999999998
376,Maruti Ertiga,Maruti,Ertiga,9,40000.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7.0,5.0,10.45789156626506
378,Maruti Swift Dzire,Maruti,Swift Dzire,10,113450.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.8,8.329472891566265
379,Maruti Wagon R,Maruti,Wagon R,5,80000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,4.0,6.05
380,Hyundai Santro,Hyundai,Santro,3,1000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.0,5.0,5.65,6.4
381,Maruti Wagon R,Maruti,Wagon R,8,20292.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.35,6.185586145648313
382,Mahindra Scorpio,Mahindra,Scorpio,13,67900.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,3.0,17.45
384,Mahindra Scorpio,Mahindra,Scorpio,8,40000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.51,17.51
385,Hyundai Grand,Hyundai,Grand,6,60000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,5.1,7.071195054945055
386,Renault KWID,Renault,KWID,5,25000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.7,5.05
387,Maruti Wagon R,Maruti,Wagon R,17,70000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.0,6.02
388,Maruti Baleno,Maruti,Baleno,5,21000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,6.25,8.69356846473029
389,Mahindra Scorpio,Mahindra,Scorpio,5,39000.0,Dealer,Diesel,Manual,16.36,2179.0,140.0,7.0,12.9,17.51
390,Hyundai Creta,Hyundai,Creta,6,30000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,8.9,16.307285714285715
391,Hyundai Verna,Hyundai,Verna,11,61000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,4.2,15.69
392,Maruti Swift,Maruti,Swift,6,5743.0,Trustmark Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,5.0,7.51
394,Hyundai Grand,Hyundai,Grand,5,24200.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,6.0,7.071195054945055
395,Maruti Baleno,Maruti,Baleno,6,57000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.9,8.69356846473029
396,Hyundai i10,Hyundai,i10,12,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.9,7.138266666666667
397,Datsun GO,Datsun,GO,6,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,5.0,6.415
398,Maruti Celerio,Maruti,Celerio,6,10000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.5,5.983255208333333
401,Mahindra XUV500,Mahindra,XUV500,8,100000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,19.945
403,Maruti Wagon R,Maruti,Wagon R,3,10000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0,6.05
405,Maruti Alto,Maruti,Alto,14,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.4,4.112027027027027
406,Honda Amaze,Honda,Amaze,10,64000.0,Dealer,CNG,Manual,18.0,1198.0,86.7,5.0,3.49,9.339840255591055
407,Maruti Wagon R,Maruti,Wagon R,9,30000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5.0,3.25,6.24
408,Honda City,Honda,City,9,63000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,4.35,14.74
409,Maruti Celerio,Maruti,Celerio,5,28000.0,Dealer,CNG,Manual,31.79,998.0,58.33,5.0,4.55,5.983255208333333
411,Honda City,Honda,City,6,32226.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.55,14.74
415,Maruti Alto,Maruti,Alto,9,65000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.45,4.112027027027027
416,Kia Seltos,Kia,Seltos,4,14000.0,Dealer,Diesel,Manual,20.8,1493.0,113.4,5.0,13.5,16.10222222222222
419,Renault KWID,Renault,KWID,5,15000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.1,5.185
424,Maruti Swift Dzire,Maruti,Swift Dzire,5,32000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,6.75,8.329472891566265
425,Maruti Wagon R,Maruti,Wagon R,4,30000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0,6.345
426,Hyundai i10,Hyundai,i10,13,25000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,7.138266666666667
427,Mahindra Scorpio,Mahindra,Scorpio,7,35000.0,Individual,Diesel,Automatic,15.4,2179.0,120.0,7.0,14.5,17.795
428,Mahindra Scorpio,Mahindra,Scorpio,10,140000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.3,16.995
429,Ford Ecosport,Ford,Ecosport,9,65597.0,Trustmark Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.75,11.965
431,Hyundai i20,Hyundai,i20,6,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,10.715
432,Maruti Ciaz,Maruti,Ciaz,9,160000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,5.0,11.595719424460432
433,Maruti Baleno,Maruti,Baleno,3,7124.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5.0,6.43,8.675
434,Ford Ecosport,Ford,Ecosport,4,15000.0,Individual,Petrol,Manual,18.1,999.0,123.24,5.0,10.0,11.105
437,Hyundai Grand,Hyundai,Grand,7,34000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5,6.915
439,Volkswagen Vento,Volkswagen,Vento,12,280000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,3.0,13.294659090909091
440,Tata Tigor,Tata,Tigor,5,40000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.7,7.505
441,Honda City,Honda,City,9,77000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25,15.245
442,Datsun GO,Datsun,GO,6,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,4.69,6.415
443,Maruti Alto,Maruti,Alto,11,60000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.1,4.112027027027027
444,Maruti Alto,Maruti,Alto,10,120000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0,4.13
445,Renault KWID,Renault,KWID,4,2500.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,4.0,4.67
447,Maruti Celerio,Maruti,Celerio,7,46500.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.4,5.615
448,Maruti Alto,Maruti,Alto,18,5000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.95,4.112027027027027
450,Maruti Swift,Maruti,Swift,11,68000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.81,7.746715686274511
452,Maruti Swift Dzire,Maruti,Swift Dzire,6,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.0,8.329472891566265
453,Maruti Ciaz,Maruti,Ciaz,6,106000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.75,11.595719424460432
454,Honda City,Honda,City,8,28000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,6.7,14.74
455,Mahindra XUV500,Mahindra,XUV500,5,50000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,10.5,19.945
458,Honda City,Honda,City,12,55000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.6,14.74
459,Ford Figo,Ford,Figo,6,53000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0,8.79
460,Hyundai Verna,Hyundai,Verna,9,89000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.7,14.685
461,Maruti Alto,Maruti,Alto,5,22000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.04,3.99
463,Honda City,Honda,City,9,69000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,4.9,15.675
464,Mahindra Scorpio,Mahindra,Scorpio,7,155000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.64,17.51
465,Mahindra XUV500,Mahindra,XUV500,10,85000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,4.8,19.91
467,Maruti Wagon R,Maruti,Wagon R,4,3600.0,Dealer,Petrol,Automatic,20.52,1197.0,81.8,5.0,5.75,6.135
469,Maruti Baleno,Maruti,Baleno,4,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86,8.675
473,Toyota Innova,Toyota,Innova,8,143000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,7.8,24.861428571428572
476,MG Hector,MG,Hector,4,28000.0,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,16.99,19.37
478,Maruti Swift,Maruti,Swift,4,44000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,8.0,7.746715686274511
479,Maruti Baleno,Maruti,Baleno,5,10000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.8,8.675
481,Toyota Innova,Toyota,Innova,11,187031.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8.0,5.25,24.861428571428572
482,Ford Ecosport,Ford,Ecosport,4,22346.0,Dealer,Petrol,Manual,17.0,1497.0,121.36,5.0,9.55,11.16
483,Hyundai i20,Hyundai,i20,11,120000.0,Individual,Diesel,Manual,21.9,1396.0,90.0,5.0,3.5,9.94
484,Maruti Vitara,Maruti,Vitara,3,1000.0,Dealer,Petrol,Manual,17.03,1462.0,103.26,5.0,8.0,10.73
485,Maruti Alto,Maruti,Alto,18,56700.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.75,4.112027027027027
486,Mahindra XUV500,Mahindra,XUV500,8,170000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,8.25,19.945
487,Mahindra Marazzo,Mahindra,Marazzo,4,60000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,8.0,14.76,14.78
488,Honda Jazz,Honda,Jazz,5,40000.0,Dealer,Petrol,Automatic,18.2,1199.0,88.7,5.0,6.7,9.785
489,Maruti Alto,Maruti,Alto,11,28000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.8,4.112027027027027
491,Hyundai Grand,Hyundai,Grand,6,35000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.9,6.525
492,Maruti Baleno,Maruti,Baleno,6,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.5,8.69356846473029
493,Hyundai i10,Hyundai,i10,9,40000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5,7.138266666666667
495,Toyota Innova,Toyota,Innova,4,35000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.0,24.55
497,Ford Figo,Ford,Figo,11,74000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.9,9.21
499,Renault Duster,Renault,Duster,9,46500.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,4.6,14.16888888888889
500,Maruti Swift,Maruti,Swift,4,8000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.5,7.51
501,Maruti Ciaz,Maruti,Ciaz,7,120000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.0,11.595719424460432
504,Maruti Swift,Maruti,Swift,6,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.55,7.51
507,Maruti Swift,Maruti,Swift,9,54000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.65,7.51
509,Maruti Swift Dzire,Maruti,Swift Dzire,9,11275.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,4.7,8.24
513,Maruti Swift,Maruti,Swift,11,48000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0,7.746715686274511
514,Renault Duster,Renault,Duster,8,68000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,5.5,14.16888888888889
515,Honda Civic,Honda,Civic,4,23000.0,Dealer,Petrol,Automatic,13.9,1799.0,130.2,5.0,15.19,22.735
516,Maruti Swift Dzire,Maruti,Swift Dzire,5,31500.0,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,7.4,8.329472891566265
521,Honda Amaze,Honda,Amaze,10,73000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.25,10.07
522,Hyundai Grand,Hyundai,Grand,3,10000.0,Individual,Petrol,Automatic,20.7,1197.0,81.86,5.0,6.0,7.28
523,Honda Amaze,Honda,Amaze,10,208000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.0,9.84
524,Hyundai i10,Hyundai,i10,13,30000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,7.17
525,Maruti Wagon R,Maruti,Wagon R,7,83000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.45,6.02
526,Mahindra Scorpio,Mahindra,Scorpio,5,60000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,7.0,9.0,17.51
527,Mahindra XUV500,Mahindra,XUV500,7,83000.0,Dealer,Diesel,Manual,16.0,1997.0,140.0,7.0,10.25,19.39
528,Isuzu D-Max,Isuzu,D-Max,6,58132.0,Dealer,Diesel,Manual,12.4,2499.0,134.0,5.0,14.5,21.765
529,Maruti Swift,Maruti,Swift,8,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.0,7.515
530,Honda Amaze,Honda,Amaze,9,45120.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.67,9.975
531,Hyundai Grand,Hyundai,Grand,4,15000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.35,7.295
532,Maruti Ertiga,Maruti,Ertiga,4,15000.0,Individual,Petrol,Manual,19.34,1462.0,103.0,7.0,8.05,10.375
533,MG Hector,MG,Hector,3,1000.0,Dealer,Petrol,Manual,15.81,1451.0,141.0,5.0,14.88,17.845
534,Hyundai i10,Hyundai,i10,11,64000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5,7.138266666666667
536,Maruti Vitara,Maruti,Vitara,7,65000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.75,10.815
537,Maruti Swift,Maruti,Swift,8,84000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25,7.746715686274511
538,Maruti Alto,Maruti,Alto,8,33000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.6,4.112027027027027
540,Honda City,Honda,City,7,55670.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.0,14.645
541,Maruti Baleno,Maruti,Baleno,6,50000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.6,8.69356846473029
542,Hyundai Verna,Hyundai,Verna,17,148000.0,Individual,Diesel,Manual,16.8,1493.0,110.0,5.0,1.55,15.465
544,Maruti Ertiga,Maruti,Ertiga,4,18000.0,Dealer,Petrol,Manual,19.01,1462.0,103.26,7.0,8.0,10.34
546,Hyundai Grand,Hyundai,Grand,8,10000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.5,7.34
547,Toyota Innova,Toyota,Innova,7,40000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,13.8,23.525
549,Mahindra Scorpio,Mahindra,Scorpio,8,50000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,10.0,16.39
550,Maruti Ertiga,Maruti,Ertiga,5,50000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,7.0,10.1
551,Maruti Swift Dzire,Maruti,Swift Dzire,14,76963.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,2.3,8.24
553,Maruti Alto,Maruti,Alto,7,45000.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,3.5,4.920000000000001
555,Maruti Baleno,Maruti,Baleno,5,25000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,8.25,8.69356846473029
556,Renault KWID,Renault,KWID,5,10103.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.25,4.605
559,Mahindra XUV500,Mahindra,XUV500,9,47240.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.0,19.945
560,Maruti Celerio,Maruti,Celerio,4,30000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.0,5.875
564,Hyundai i20,Hyundai,i20,8,35213.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.35,11.16
565,Hyundai Grand,Hyundai,Grand,8,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.56,7.34
566,Mahindra XUV500,Mahindra,XUV500,11,92000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,5.5,20.01618556701031
568,Maruti Ertiga,Maruti,Ertiga,6,50000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,7.0,10.45789156626506
569,Hyundai Grand,Hyundai,Grand,7,30000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.9,6.985
571,Mahindra XUV500,Mahindra,XUV500,6,60000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,11.5,19.39
572,Maruti Wagon R,Maruti,Wagon R,12,83000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.8,5.95
573,Skoda Rapid,Skoda,Rapid,9,70000.0,Dealer,Petrol,Manual,15.0,1598.0,103.52,5.0,4.25,12.005
574,Ford Freestyle,Ford,Freestyle,4,50000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5.0,6.5,7.88
576,Maruti Swift,Maruti,Swift,11,60000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0,7.746715686274511
577,Honda City,Honda,City,14,51000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.75,14.74
579,Maruti Alto,Maruti,Alto,12,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.7,4.112027027027027
582,Maruti Alto,Maruti,Alto,9,70000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.5,4.112027027027027
583,Maruti Swift,Maruti,Swift,10,70000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.5,7.825
586,Hyundai i20,Hyundai,i20,7,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8,9.495
587,Maruti Swift Dzire,Maruti,Swift Dzire,6,30000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.9,8.24
589,Maruti Ciaz,Maruti,Ciaz,8,60000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,6.7,11.595719424460432
590,Maruti Alto,Maruti,Alto,12,50000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.5,4.112027027027027
591,Mahindra Scorpio,Mahindra,Scorpio,6,42000.0,Dealer,Diesel,Manual,15.4,2523.0,75.0,7.0,9.35,17.309853556485354
592,Hyundai Verna,Hyundai,Verna,4,15000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,10.3,13.275
593,Maruti Wagon R,Maruti,Wagon R,18,33650.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.1,6.165
